Entity,Code,Day,temperature_anomaly
Southern Hemisphere,,4/15/1938,-0.2
Southern Hemisphere,,5/15/1938,-0.22
Southern Hemisphere,,6/15/1938,-0.28
Southern Hemisphere,,7/15/1938,-0.18
Southern Hemisphere,,8/15/1938,-0.21
Southern Hemisphere,,9/15/1938,-0.16
Southern Hemisphere,,10/15/1938,-0.04
Southern Hemisphere,,11/15/1938,-0.17
Southern Hemisphere,,12/15/1938,-0.13
Southern Hemisphere,,1/15/1939,-0.15
Southern Hemisphere,,2/15/1939,-0.13
Southern Hemisphere,,3/15/1939,-0.12
Southern Hemisphere,,4/15/1939,-0.12
Southern Hemisphere,,5/15/1939,-0.1
Southern Hemisphere,,6/15/1939,-0.14
Southern Hemisphere,,7/15/1939,-0.14
Southern Hemisphere,,8/15/1939,-0.18
Southern Hemisphere,,9/15/1939,-0.26
Southern Hemisphere,,10/15/1939,-0.15
Southern Hemisphere,,11/15/1939,-0.09
Southern Hemisphere,,12/15/1939,0.1
Southern Hemisphere,,1/15/1940,0.12
Southern Hemisphere,,2/15/1940,0.04
Southern Hemisphere,,3/15/1940,0.17
Southern Hemisphere,,4/15/1940,0.08
Southern Hemisphere,,5/15/1940,0.07
Southern Hemisphere,,6/15/1940,0.07
Southern Hemisphere,,7/15/1940,0.1
Southern Hemisphere,,8/15/1940,0.08
Southern Hemisphere,,9/15/1940,0.07
Southern Hemisphere,,10/15/1940,-0.03
Southern Hemisphere,,11/15/1940,0.07
Southern Hemisphere,,12/15/1940,0.3
Southern Hemisphere,,1/15/1941,0.21
Southern Hemisphere,,2/15/1941,0.17
Southern Hemisphere,,3/15/1941,0.1
Southern Hemisphere,,4/15/1941,0.23
Southern Hemisphere,,5/15/1941,0.14
Southern Hemisphere,,6/15/1941,0.08
Southern Hemisphere,,7/15/1941,0.21
Southern Hemisphere,,8/15/1941,0.13
Southern Hemisphere,,9/15/1941,-0.03
Southern Hemisphere,,10/15/1941,0.23
Southern Hemisphere,,11/15/1941,0.29
Southern Hemisphere,,12/15/1941,0.26
Southern Hemisphere,,1/15/1942,0.19
Southern Hemisphere,,2/15/1942,0.14
Southern Hemisphere,,3/15/1942,0.12
Southern Hemisphere,,4/15/1942,0.1
Southern Hemisphere,,5/15/1942,0.06
Southern Hemisphere,,6/15/1942,0
Southern Hemisphere,,7/15/1942,0.01
Southern Hemisphere,,8/15/1942,0
Southern Hemisphere,,9/15/1942,-0.16
Southern Hemisphere,,10/15/1942,-0.25
Southern Hemisphere,,11/15/1942,-0.08
Southern Hemisphere,,12/15/1942,-0.04
Southern Hemisphere,,1/15/1943,0.07
Southern Hemisphere,,2/15/1943,-0.05
Southern Hemisphere,,3/15/1943,-0.08
Southern Hemisphere,,4/15/1943,-0.1
Southern Hemisphere,,5/15/1943,-0.1
Southern Hemisphere,,6/15/1943,-0.04
Southern Hemisphere,,7/15/1943,0.18
Southern Hemisphere,,8/15/1943,-0.08
Southern Hemisphere,,9/15/1943,-0.03
Southern Hemisphere,,10/15/1943,0
Southern Hemisphere,,11/15/1943,0.04
Southern Hemisphere,,12/15/1943,0.08
Southern Hemisphere,,1/15/1944,0.09
Southern Hemisphere,,2/15/1944,0.05
Southern Hemisphere,,3/15/1944,0.21
Southern Hemisphere,,4/15/1944,0.22
Southern Hemisphere,,5/15/1944,0.15
Southern Hemisphere,,6/15/1944,0.17
Southern Hemisphere,,7/15/1944,0.24
Southern Hemisphere,,8/15/1944,0.22
Southern Hemisphere,,9/15/1944,0.21
Southern Hemisphere,,10/15/1944,0.09
Southern Hemisphere,,11/15/1944,0.04
Southern Hemisphere,,12/15/1944,0.1
Southern Hemisphere,,1/15/1945,0.1
Southern Hemisphere,,2/15/1945,0.08
Southern Hemisphere,,3/15/1945,0.03
Southern Hemisphere,,4/15/1945,0.1
Southern Hemisphere,,5/15/1945,0.04
Southern Hemisphere,,6/15/1945,-0.05
Southern Hemisphere,,7/15/1945,0.02
Southern Hemisphere,,8/15/1945,0.25
Southern Hemisphere,,9/15/1945,0.22
Southern Hemisphere,,10/15/1945,0.14
Southern Hemisphere,,11/15/1945,0.08
Southern Hemisphere,,12/15/1945,0.09
Southern Hemisphere,,1/15/1946,-0.03
Southern Hemisphere,,2/15/1946,-0.03
Southern Hemisphere,,3/15/1946,-0.08
Southern Hemisphere,,4/15/1946,-0.2
Southern Hemisphere,,5/15/1946,-0.16
Southern Hemisphere,,6/15/1946,-0.37
Southern Hemisphere,,7/15/1946,-0.21
Southern Hemisphere,,8/15/1946,-0.31
Southern Hemisphere,,9/15/1946,-0.12
Southern Hemisphere,,10/15/1946,-0.17
Southern Hemisphere,,11/15/1946,-0.17
Southern Hemisphere,,12/15/1946,-0.15
Southern Hemisphere,,1/15/1947,-0.08
Southern Hemisphere,,2/15/1947,-0.11
Southern Hemisphere,,3/15/1947,-0.16
Southern Hemisphere,,4/15/1947,-0.1
Southern Hemisphere,,5/15/1947,-0.09
Southern Hemisphere,,6/15/1947,-0.03
Southern Hemisphere,,7/15/1947,-0.05
Southern Hemisphere,,8/15/1947,-0.09
Southern Hemisphere,,9/15/1947,-0.24
Southern Hemisphere,,10/15/1947,-0.26
Southern Hemisphere,,11/15/1947,-0.15
Southern Hemisphere,,12/15/1947,-0.22
Southern Hemisphere,,1/15/1948,-0.18
Southern Hemisphere,,2/15/1948,-0.14
Southern Hemisphere,,3/15/1948,-0.21
Southern Hemisphere,,4/15/1948,-0.2
Southern Hemisphere,,5/15/1948,-0.18
Southern Hemisphere,,6/15/1948,-0.15
Southern Hemisphere,,7/15/1948,-0.23
Southern Hemisphere,,8/15/1948,-0.26
Southern Hemisphere,,9/15/1948,-0.26
Southern Hemisphere,,10/15/1948,-0.18
Southern Hemisphere,,11/15/1948,-0.28
Southern Hemisphere,,12/15/1948,-0.08
Southern Hemisphere,,1/15/1949,-0.1
Southern Hemisphere,,2/15/1949,-0.19
Southern Hemisphere,,3/15/1949,-0.08
Southern Hemisphere,,4/15/1949,-0.19
Southern Hemisphere,,5/15/1949,-0.2
Southern Hemisphere,,6/15/1949,-0.34
Southern Hemisphere,,7/15/1949,-0.15
Southern Hemisphere,,8/15/1949,-0.21
Southern Hemisphere,,9/15/1949,-0.19
Southern Hemisphere,,10/15/1949,-0.2
Southern Hemisphere,,11/15/1949,-0.25
Southern Hemisphere,,12/15/1949,-0.22
Southern Hemisphere,,1/15/1950,-0.23
Southern Hemisphere,,2/15/1950,-0.27
Southern Hemisphere,,3/15/1950,-0.22
Southern Hemisphere,,4/15/1950,-0.2
Southern Hemisphere,,5/15/1950,-0.19
Southern Hemisphere,,6/15/1950,-0.06
Southern Hemisphere,,7/15/1950,-0.01
Southern Hemisphere,,8/15/1950,-0.13
Southern Hemisphere,,9/15/1950,-0.15
Southern Hemisphere,,10/15/1950,-0.35
Southern Hemisphere,,11/15/1950,-0.35
Southern Hemisphere,,12/15/1950,-0.32
Southern Hemisphere,,1/15/1951,-0.33
Southern Hemisphere,,2/15/1951,-0.32
Southern Hemisphere,,3/15/1951,-0.22
Southern Hemisphere,,4/15/1951,-0.35
Southern Hemisphere,,5/15/1951,-0.18
Southern Hemisphere,,6/15/1951,-0.11
Southern Hemisphere,,7/15/1951,-0.09
Southern Hemisphere,,8/15/1951,-0.1
Southern Hemisphere,,9/15/1951,-0.21
Southern Hemisphere,,10/15/1951,-0.11
Southern Hemisphere,,11/15/1951,-0.08
Southern Hemisphere,,12/15/1951,-0.06
Southern Hemisphere,,1/15/1952,0.07
Southern Hemisphere,,2/15/1952,0.06
Southern Hemisphere,,3/15/1952,0.07
Southern Hemisphere,,4/15/1952,-0.1
Southern Hemisphere,,5/15/1952,-0.19
Southern Hemisphere,,6/15/1952,-0.22
Southern Hemisphere,,7/15/1952,-0.05
Southern Hemisphere,,8/15/1952,0.02
Southern Hemisphere,,9/15/1952,0
Southern Hemisphere,,10/15/1952,0.01
Southern Hemisphere,,11/15/1952,-0.05
Southern Hemisphere,,12/15/1952,-0.03
Southern Hemisphere,,1/15/1953,-0.08
Southern Hemisphere,,2/15/1953,-0.07
Southern Hemisphere,,3/15/1953,-0.03
Southern Hemisphere,,4/15/1953,-0.01
Southern Hemisphere,,5/15/1953,-0.01
Southern Hemisphere,,6/15/1953,-0.01
Southern Hemisphere,,7/15/1953,-0.18
Southern Hemisphere,,8/15/1953,-0.07
Southern Hemisphere,,9/15/1953,-0.08
Southern Hemisphere,,10/15/1953,-0.1
Southern Hemisphere,,11/15/1953,-0.12
Southern Hemisphere,,12/15/1953,-0.11
Southern Hemisphere,,1/15/1954,-0.23
Southern Hemisphere,,2/15/1954,-0.19
Southern Hemisphere,,3/15/1954,-0.12
Southern Hemisphere,,4/15/1954,-0.27
Southern Hemisphere,,5/15/1954,-0.33
Southern Hemisphere,,6/15/1954,-0.34
Southern Hemisphere,,7/15/1954,-0.28
Southern Hemisphere,,8/15/1954,-0.34
Southern Hemisphere,,9/15/1954,-0.29
Southern Hemisphere,,10/15/1954,-0.18
Southern Hemisphere,,11/15/1954,-0.2
Southern Hemisphere,,12/15/1954,-0.27
Southern Hemisphere,,1/15/1955,-0.17
Southern Hemisphere,,2/15/1955,-0.19
Southern Hemisphere,,3/15/1955,-0.22
Southern Hemisphere,,4/15/1955,-0.22
Southern Hemisphere,,5/15/1955,-0.29
Southern Hemisphere,,6/15/1955,-0.19
Southern Hemisphere,,7/15/1955,-0.19
Southern Hemisphere,,8/15/1955,-0.05
Southern Hemisphere,,9/15/1955,-0.22
Southern Hemisphere,,10/15/1955,-0.24
Southern Hemisphere,,11/15/1955,-0.19
Southern Hemisphere,,12/15/1955,-0.29
Southern Hemisphere,,1/15/1956,-0.22
Southern Hemisphere,,2/15/1956,-0.17
Southern Hemisphere,,3/15/1956,-0.19
Southern Hemisphere,,4/15/1956,-0.3
Southern Hemisphere,,5/15/1956,-0.29
Southern Hemisphere,,6/15/1956,-0.13
Southern Hemisphere,,7/15/1956,0
Southern Hemisphere,,8/15/1956,-0.24
Southern Hemisphere,,9/15/1956,-0.07
Southern Hemisphere,,10/15/1956,-0.19
Southern Hemisphere,,11/15/1956,-0.05
Southern Hemisphere,,12/15/1956,-0.03
Southern Hemisphere,,1/15/1957,-0.04
Southern Hemisphere,,2/15/1957,-0.01
Southern Hemisphere,,3/15/1957,0
Southern Hemisphere,,4/15/1957,0.09
Southern Hemisphere,,5/15/1957,0.23
Southern Hemisphere,,6/15/1957,0.19
Southern Hemisphere,,7/15/1957,-0.06
Southern Hemisphere,,8/15/1957,0.14
Southern Hemisphere,,9/15/1957,0.05
Southern Hemisphere,,10/15/1957,-0.03
Southern Hemisphere,,11/15/1957,0.04
Southern Hemisphere,,12/15/1957,0.06
Southern Hemisphere,,1/15/1958,0.09
Southern Hemisphere,,2/15/1958,0.16
Southern Hemisphere,,3/15/1958,0.01
Southern Hemisphere,,4/15/1958,0.01
Southern Hemisphere,,5/15/1958,0
Southern Hemisphere,,6/15/1958,-0.2
Southern Hemisphere,,7/15/1958,0.06
Southern Hemisphere,,8/15/1958,-0.21
Southern Hemisphere,,9/15/1958,-0.11
Southern Hemisphere,,10/15/1958,0.01
Southern Hemisphere,,11/15/1958,0.02
Southern Hemisphere,,12/15/1958,-0.15
Southern Hemisphere,,1/15/1959,-0.08
Southern Hemisphere,,2/15/1959,-0.02
Southern Hemisphere,,3/15/1959,0.03
Southern Hemisphere,,4/15/1959,0.09
Southern Hemisphere,,5/15/1959,0.05
Southern Hemisphere,,6/15/1959,-0.07
Southern Hemisphere,,7/15/1959,0.02
Southern Hemisphere,,8/15/1959,-0.1
Southern Hemisphere,,9/15/1959,-0.24
Southern Hemisphere,,10/15/1959,-0.09
Southern Hemisphere,,11/15/1959,-0.17
Southern Hemisphere,,12/15/1959,-0.1
Southern Hemisphere,,1/15/1960,-0.15
Southern Hemisphere,,2/15/1960,-0.15
Southern Hemisphere,,3/15/1960,-0.29
Southern Hemisphere,,4/15/1960,-0.17
Southern Hemisphere,,5/15/1960,-0.19
Southern Hemisphere,,6/15/1960,-0.26
Southern Hemisphere,,7/15/1960,-0.16
Southern Hemisphere,,8/15/1960,-0.07
Southern Hemisphere,,9/15/1960,0.02
Southern Hemisphere,,10/15/1960,0.06
Southern Hemisphere,,11/15/1960,-0.14
Southern Hemisphere,,12/15/1960,-0.02
Southern Hemisphere,,1/15/1961,-0.03
Southern Hemisphere,,2/15/1961,0.08
Southern Hemisphere,,3/15/1961,-0.04
Southern Hemisphere,,4/15/1961,0.12
Southern Hemisphere,,5/15/1961,0.17
Southern Hemisphere,,6/15/1961,0.05
Southern Hemisphere,,7/15/1961,-0.04
Southern Hemisphere,,8/15/1961,-0.04
Southern Hemisphere,,9/15/1961,0.19
Southern Hemisphere,,10/15/1961,0.04
Southern Hemisphere,,11/15/1961,-0.01
Southern Hemisphere,,12/15/1961,-0.16
Southern Hemisphere,,1/15/1962,-0.17
Southern Hemisphere,,2/15/1962,-0.07
Southern Hemisphere,,3/15/1962,-0.1
Southern Hemisphere,,4/15/1962,-0.13
Southern Hemisphere,,5/15/1962,-0.15
Southern Hemisphere,,6/15/1962,0.19
Southern Hemisphere,,7/15/1962,-0.06
Southern Hemisphere,,8/15/1962,-0.06
Southern Hemisphere,,9/15/1962,0.03
Southern Hemisphere,,10/15/1962,-0.1
Southern Hemisphere,,11/15/1962,0
Southern Hemisphere,,12/15/1962,-0.15
Southern Hemisphere,,1/15/1963,-0.14
Southern Hemisphere,,2/15/1963,-0.14
Southern Hemisphere,,3/15/1963,-0.16
Southern Hemisphere,,4/15/1963,-0.18
Southern Hemisphere,,5/15/1963,-0.07
Southern Hemisphere,,6/15/1963,0.13
Southern Hemisphere,,7/15/1963,0.02
Southern Hemisphere,,8/15/1963,0.3
Southern Hemisphere,,9/15/1963,0.22
Southern Hemisphere,,10/15/1963,-0.12
Southern Hemisphere,,11/15/1963,-0.12
Southern Hemisphere,,12/15/1963,-0.08
Southern Hemisphere,,1/15/1964,-0.13
Southern Hemisphere,,2/15/1964,-0.17
Southern Hemisphere,,3/15/1964,-0.1
Southern Hemisphere,,4/15/1964,-0.32
Southern Hemisphere,,5/15/1964,-0.4
Southern Hemisphere,,6/15/1964,0.01
Southern Hemisphere,,7/15/1964,0.04
Southern Hemisphere,,8/15/1964,-0.2
Southern Hemisphere,,9/15/1964,-0.31
Southern Hemisphere,,10/15/1964,-0.32
Southern Hemisphere,,11/15/1964,-0.21
Southern Hemisphere,,12/15/1964,-0.33
Southern Hemisphere,,1/15/1965,-0.14
Southern Hemisphere,,2/15/1965,0.02
Southern Hemisphere,,3/15/1965,-0.16
Southern Hemisphere,,4/15/1965,-0.12
Southern Hemisphere,,5/15/1965,-0.1
Southern Hemisphere,,6/15/1965,0.04
Southern Hemisphere,,7/15/1965,-0.08
Southern Hemisphere,,8/15/1965,0.12
Southern Hemisphere,,9/15/1965,-0.09
Southern Hemisphere,,10/15/1965,-0.08
Southern Hemisphere,,11/15/1965,-0.15
Southern Hemisphere,,12/15/1965,-0.07
Southern Hemisphere,,1/15/1966,-0.13
Southern Hemisphere,,2/15/1966,-0.12
Southern Hemisphere,,3/15/1966,0.08
Southern Hemisphere,,4/15/1966,-0.04
Southern Hemisphere,,5/15/1966,-0.19
Southern Hemisphere,,6/15/1966,-0.04
Southern Hemisphere,,7/15/1966,0.06
Southern Hemisphere,,8/15/1966,-0.3
Southern Hemisphere,,9/15/1966,-0.12
Southern Hemisphere,,10/15/1966,-0.23
Southern Hemisphere,,11/15/1966,-0.03
Southern Hemisphere,,12/15/1966,-0.02
Southern Hemisphere,,1/15/1967,0.03
Southern Hemisphere,,2/15/1967,-0.03
Southern Hemisphere,,3/15/1967,-0.14
Southern Hemisphere,,4/15/1967,-0.14
Southern Hemisphere,,5/15/1967,0.04
Southern Hemisphere,,6/15/1967,-0.1
Southern Hemisphere,,7/15/1967,-0.01
Southern Hemisphere,,8/15/1967,-0.06
Southern Hemisphere,,9/15/1967,-0.09
Southern Hemisphere,,10/15/1967,-0.12
Southern Hemisphere,,11/15/1967,-0.14
Southern Hemisphere,,12/15/1967,-0.12
Southern Hemisphere,,1/15/1968,-0.21
Southern Hemisphere,,2/15/1968,-0.13
Southern Hemisphere,,3/15/1968,-0.04
Southern Hemisphere,,4/15/1968,-0.11
Southern Hemisphere,,5/15/1968,-0.22
Southern Hemisphere,,6/15/1968,-0.14
Southern Hemisphere,,7/15/1968,-0.17
Southern Hemisphere,,8/15/1968,-0.09
Southern Hemisphere,,9/15/1968,-0.32
Southern Hemisphere,,10/15/1968,0.18
Southern Hemisphere,,11/15/1968,0.12
Southern Hemisphere,,12/15/1968,0.05
Southern Hemisphere,,1/15/1969,0.22
Southern Hemisphere,,2/15/1969,0.11
Southern Hemisphere,,3/15/1969,0.22
Southern Hemisphere,,4/15/1969,0.31
Southern Hemisphere,,5/15/1969,0.26
Southern Hemisphere,,6/15/1969,0.11
Southern Hemisphere,,7/15/1969,-0.13
Southern Hemisphere,,8/15/1969,0.03
Southern Hemisphere,,9/15/1969,0.14
Southern Hemisphere,,10/15/1969,0.17
Southern Hemisphere,,11/15/1969,0.1
Southern Hemisphere,,12/15/1969,0.18
Southern Hemisphere,,1/15/1970,0.2
Southern Hemisphere,,2/15/1970,0.17
Southern Hemisphere,,3/15/1970,0.19
Southern Hemisphere,,4/15/1970,0.13
Southern Hemisphere,,5/15/1970,-0.06
Southern Hemisphere,,6/15/1970,-0.06
Southern Hemisphere,,7/15/1970,0.07
Southern Hemisphere,,8/15/1970,-0.15
Southern Hemisphere,,9/15/1970,0.27
Southern Hemisphere,,10/15/1970,0.25
Southern Hemisphere,,11/15/1970,0.02
Southern Hemisphere,,12/15/1970,0.06
Southern Hemisphere,,1/15/1971,0.09
Southern Hemisphere,,2/15/1971,-0.11
Southern Hemisphere,,3/15/1971,-0.08
Southern Hemisphere,,4/15/1971,0.06
Southern Hemisphere,,5/15/1971,0.01
Southern Hemisphere,,6/15/1971,-0.2
Southern Hemisphere,,7/15/1971,-0.03
Southern Hemisphere,,8/15/1971,0.13
Southern Hemisphere,,9/15/1971,0.02
Southern Hemisphere,,10/15/1971,0.06
Southern Hemisphere,,11/15/1971,-0.13
Southern Hemisphere,,12/15/1971,-0.04
Southern Hemisphere,,1/15/1972,0.09
Southern Hemisphere,,2/15/1972,0.17
Southern Hemisphere,,3/15/1972,0.04
Southern Hemisphere,,4/15/1972,0.12
Southern Hemisphere,,5/15/1972,0.09
Southern Hemisphere,,6/15/1972,0.18
Southern Hemisphere,,7/15/1972,0.08
Southern Hemisphere,,8/15/1972,0.4
Southern Hemisphere,,9/15/1972,0.3
Southern Hemisphere,,10/15/1972,0.21
Southern Hemisphere,,11/15/1972,0.25
Southern Hemisphere,,12/15/1972,0.41
Southern Hemisphere,,1/15/1973,0.43
Southern Hemisphere,,2/15/1973,0.21
Southern Hemisphere,,3/15/1973,0.26
Southern Hemisphere,,4/15/1973,0.36
Southern Hemisphere,,5/15/1973,0.36
Southern Hemisphere,,6/15/1973,0.21
Southern Hemisphere,,7/15/1973,0.21
Southern Hemisphere,,8/15/1973,0.07
Southern Hemisphere,,9/15/1973,0.25
Southern Hemisphere,,10/15/1973,0.27
Southern Hemisphere,,11/15/1973,0.17
Southern Hemisphere,,12/15/1973,-0.1
Southern Hemisphere,,1/15/1974,0.05
Southern Hemisphere,,2/15/1974,-0.19
Southern Hemisphere,,3/15/1974,-0.14
Southern Hemisphere,,4/15/1974,-0.14
Southern Hemisphere,,5/15/1974,0.11
Southern Hemisphere,,6/15/1974,0.08
Southern Hemisphere,,7/15/1974,0.06
Southern Hemisphere,,8/15/1974,0.3
Southern Hemisphere,,9/15/1974,0
Southern Hemisphere,,10/15/1974,0.11
Southern Hemisphere,,11/15/1974,0.05
Southern Hemisphere,,12/15/1974,0.09
Southern Hemisphere,,1/15/1975,0.03
Southern Hemisphere,,2/15/1975,0.06
Southern Hemisphere,,3/15/1975,0.14
Southern Hemisphere,,4/15/1975,0.02
Southern Hemisphere,,5/15/1975,0.32
Southern Hemisphere,,6/15/1975,0.05
Southern Hemisphere,,7/15/1975,0.04
Southern Hemisphere,,8/15/1975,-0.2
Southern Hemisphere,,9/15/1975,0.02
Southern Hemisphere,,10/15/1975,-0.06
Southern Hemisphere,,11/15/1975,-0.05
Southern Hemisphere,,12/15/1975,-0.13
Southern Hemisphere,,1/15/1976,-0.12
Southern Hemisphere,,2/15/1976,-0.01
Southern Hemisphere,,3/15/1976,-0.12
Southern Hemisphere,,4/15/1976,-0.17
Southern Hemisphere,,5/15/1976,-0.15
Southern Hemisphere,,6/15/1976,-0.05
Southern Hemisphere,,7/15/1976,0.07
Southern Hemisphere,,8/15/1976,-0.03
Southern Hemisphere,,9/15/1976,-0.01
Southern Hemisphere,,10/15/1976,0.03
Southern Hemisphere,,11/15/1976,0.2
Southern Hemisphere,,12/15/1976,0.47
Southern Hemisphere,,1/15/1977,0.52
Southern Hemisphere,,2/15/1977,0.34
Southern Hemisphere,,3/15/1977,0.22
Southern Hemisphere,,4/15/1977,0.27
Southern Hemisphere,,5/15/1977,0.42
Southern Hemisphere,,6/15/1977,0.31
Southern Hemisphere,,7/15/1977,0.32
Southern Hemisphere,,8/15/1977,0.33
Southern Hemisphere,,9/15/1977,-0.08
Southern Hemisphere,,10/15/1977,0.09
Southern Hemisphere,,11/15/1977,0.06
Southern Hemisphere,,12/15/1977,0.04
Southern Hemisphere,,1/15/1978,-0.03
Southern Hemisphere,,2/15/1978,0.16
Southern Hemisphere,,3/15/1978,0.17
Southern Hemisphere,,4/15/1978,0.26
Southern Hemisphere,,5/15/1978,0.24
Southern Hemisphere,,6/15/1978,0.11
Southern Hemisphere,,7/15/1978,0.16
Southern Hemisphere,,8/15/1978,-0.12
Southern Hemisphere,,9/15/1978,0.12
Southern Hemisphere,,10/15/1978,0.06
Southern Hemisphere,,11/15/1978,0.11
Southern Hemisphere,,12/15/1978,0.14
Southern Hemisphere,,1/15/1979,0.22
Southern Hemisphere,,2/15/1979,0.16
Southern Hemisphere,,3/15/1979,0.2
Southern Hemisphere,,4/15/1979,0.47
Southern Hemisphere,,5/15/1979,0.07
Southern Hemisphere,,6/15/1979,0.2
Southern Hemisphere,,7/15/1979,0.03
Southern Hemisphere,,8/15/1979,0.29
Southern Hemisphere,,9/15/1979,0.31
Southern Hemisphere,,10/15/1979,0.29
Southern Hemisphere,,11/15/1979,0.33
Southern Hemisphere,,12/15/1979,0.41
Southern Hemisphere,,1/15/1980,0.38
Southern Hemisphere,,2/15/1980,0.38
Southern Hemisphere,,3/15/1980,0.53
Southern Hemisphere,,4/15/1980,0.45
Southern Hemisphere,,5/15/1980,0.44
Southern Hemisphere,,6/15/1980,0.23
Southern Hemisphere,,7/15/1980,0.31
Southern Hemisphere,,8/15/1980,0.28
Southern Hemisphere,,9/15/1980,0.31
Southern Hemisphere,,10/15/1980,0.15
Southern Hemisphere,,11/15/1980,0.38
Southern Hemisphere,,12/15/1980,0.34
Southern Hemisphere,,1/15/1981,0.25
Southern Hemisphere,,2/15/1981,0.21
Southern Hemisphere,,3/15/1981,0.28
Southern Hemisphere,,4/15/1981,0.26
Southern Hemisphere,,5/15/1981,0.31
Southern Hemisphere,,6/15/1981,0.3
Southern Hemisphere,,7/15/1981,0.54
Southern Hemisphere,,8/15/1981,0.53
Southern Hemisphere,,9/15/1981,0.16
Southern Hemisphere,,10/15/1981,0.02
Southern Hemisphere,,11/15/1981,0.11
Southern Hemisphere,,12/15/1981,0.28
Southern Hemisphere,,1/15/1982,0.24
Southern Hemisphere,,2/15/1982,0.14
Southern Hemisphere,,3/15/1982,0.01
Southern Hemisphere,,4/15/1982,0.13
Southern Hemisphere,,5/15/1982,0.26
Southern Hemisphere,,6/15/1982,0.11
Southern Hemisphere,,7/15/1982,0.25
Southern Hemisphere,,8/15/1982,0.15
Southern Hemisphere,,9/15/1982,0.23
Southern Hemisphere,,10/15/1982,0.27
Southern Hemisphere,,11/15/1982,0.47
Southern Hemisphere,,12/15/1982,0.48
Southern Hemisphere,,1/15/1983,0.51
Southern Hemisphere,,2/15/1983,0.51
Southern Hemisphere,,3/15/1983,0.41
Southern Hemisphere,,4/15/1983,0.49
Southern Hemisphere,,5/15/1983,0.63
Southern Hemisphere,,6/15/1983,0.35
Southern Hemisphere,,7/15/1983,0.17
Southern Hemisphere,,8/15/1983,0.46
Southern Hemisphere,,9/15/1983,0.48
Southern Hemisphere,,10/15/1983,0.22
Southern Hemisphere,,11/15/1983,0.12
Southern Hemisphere,,12/15/1983,0.22
Southern Hemisphere,,1/15/1984,0.28
Southern Hemisphere,,2/15/1984,0.26
Southern Hemisphere,,3/15/1984,0.34
Southern Hemisphere,,4/15/1984,0.19
Southern Hemisphere,,5/15/1984,0.42
Southern Hemisphere,,6/15/1984,-0.04
Southern Hemisphere,,7/15/1984,0.3
Southern Hemisphere,,8/15/1984,0.33
Southern Hemisphere,,9/15/1984,0.45
Southern Hemisphere,,10/15/1984,0.19
Southern Hemisphere,,11/15/1984,0.24
Southern Hemisphere,,12/15/1984,0.33
Southern Hemisphere,,1/15/1985,0.36
Southern Hemisphere,,2/15/1985,0.22
Southern Hemisphere,,3/15/1985,0.35
Southern Hemisphere,,4/15/1985,0.27
Southern Hemisphere,,5/15/1985,0.2
Southern Hemisphere,,6/15/1985,0.29
Southern Hemisphere,,7/15/1985,0.15
Southern Hemisphere,,8/15/1985,0.34
Southern Hemisphere,,9/15/1985,0.23
Southern Hemisphere,,10/15/1985,0.21
Southern Hemisphere,,11/15/1985,0.08
Southern Hemisphere,,12/15/1985,0.12
Southern Hemisphere,,1/15/1986,0.16
Southern Hemisphere,,2/15/1986,0.42
Southern Hemisphere,,3/15/1986,0.34
Southern Hemisphere,,4/15/1986,0.3
Southern Hemisphere,,5/15/1986,0.23
Southern Hemisphere,,6/15/1986,0.1
Southern Hemisphere,,7/15/1986,0.25
Southern Hemisphere,,8/15/1986,0.27
Southern Hemisphere,,9/15/1986,0.09
Southern Hemisphere,,10/15/1986,0.23
Southern Hemisphere,,11/15/1986,0.17
Southern Hemisphere,,12/15/1986,0.2
Southern Hemisphere,,1/15/1987,0.39
Southern Hemisphere,,2/15/1987,0.36
Southern Hemisphere,,3/15/1987,0.37
Southern Hemisphere,,4/15/1987,0.43
Southern Hemisphere,,5/15/1987,0.29
Southern Hemisphere,,6/15/1987,0.53
Southern Hemisphere,,7/15/1987,0.56
Southern Hemisphere,,8/15/1987,0.24
Southern Hemisphere,,9/15/1987,0.33
Southern Hemisphere,,10/15/1987,0.44
Southern Hemisphere,,11/15/1987,0.49
Southern Hemisphere,,12/15/1987,0.43
Southern Hemisphere,,1/15/1988,0.54
Southern Hemisphere,,2/15/1988,0.43
Southern Hemisphere,,3/15/1988,0.56
Southern Hemisphere,,4/15/1988,0.41
Southern Hemisphere,,5/15/1988,0.45
Southern Hemisphere,,6/15/1988,0.4
Southern Hemisphere,,7/15/1988,0.24
Southern Hemisphere,,8/15/1988,0.52
Southern Hemisphere,,9/15/1988,0.46
Southern Hemisphere,,10/15/1988,0.51
Southern Hemisphere,,11/15/1988,0.18
Southern Hemisphere,,12/15/1988,0.14
Southern Hemisphere,,1/15/1989,0.16
Southern Hemisphere,,2/15/1989,0.19
Southern Hemisphere,,3/15/1989,0.26
Southern Hemisphere,,4/15/1989,0.25
Southern Hemisphere,,5/15/1989,0.12
Southern Hemisphere,,6/15/1989,0.06
Southern Hemisphere,,7/15/1989,0.36
Southern Hemisphere,,8/15/1989,0.4
Southern Hemisphere,,9/15/1989,0.45
Southern Hemisphere,,10/15/1989,0.33
Southern Hemisphere,,11/15/1989,0.27
Southern Hemisphere,,12/15/1989,0.4
Southern Hemisphere,,1/15/1990,0.35
Southern Hemisphere,,2/15/1990,0.33
